Date,Nino1.2,Anom1.2,Nino3,Anom3,Nino 4,Anom4,Nino3.4,Anom3.4,OLR,SOI
1951-01-01,,,,,,,,,,1.5
1951-02-01,,,,,,,,,,0.9
1951-03-01,,,,,,,,,,-0.1
1951-04-01,,,,,,,,,,-0.3
1951-05-01,,,,,,,,,,-0.7
1951-06-01,,,,,,,,,,0.2
1951-07-01,,,,,,,,,,-1.0
1951-08-01,,,,,,,,,,-0.2
1951-09-01,,,,,,,,,,-1.1
1951-10-01,,,,,,,,,,-1.0
1951-11-01,,,,,,,,,,-0.8
1951-12-01,,,,,,,,,,-0.7
1952-01-01,,,,,,,,,,-0.9
1952-02-01,,,,,,,,,,-0.6
1952-03-01,,,,,,,,,,0.5
1952-04-01,,,,,,,,,,-0.2
1952-05-01,,,,,,,,,,0.8
1952-06-01,,,,,,,,,,0.7
1952-07-01,,,,,,,,,,0.5
1952-08-01,,,,,,,,,,0.1
1952-09-01,,,,,,,,,,-0.2
1952-10-01,,,,,,,,,,0.4
1952-11-01,,,,,,,,,,0.0
1952-12-01,,,,,,,,,,-1.2
1953-01-01,,,,,,,,,,0.3
1953-02-01,,,,,,,,,,-0.5
1953-03-01,,,,,,,,,,-0.2
1953-04-01,,,,,,,,,,0.2
1953-05-01,,,,,,,,,,-1.7
1953-06-01,,,,,,,,,,0.1
1953-07-01,,,,,,,,,,-0.0
1953-08-01,,,,,,,,,,-1.2
1953-09-01,,,,,,,,,,-1.2
1953-10-01,,,,,,,,,,0.1
1953-11-01,,,,,,,,,,-0.3
1953-12-01,,,,,,,,,,-0.5
1954-01-01,,,,,,,,,,0.7
1954-02-01,,,,,,,,,,-0.3
1954-03-01,,,,,,,,,,0.3
1954-04-01,,,,,,,,,,0.6
1954-05-01,,,,,,,,,,0.5
1954-06-01,,,,,,,,,,0.1
1954-07-01,,,,,,,,,,0.4
1954-08-01,,,,,,,,,,1.1
1954-09-01,,,,,,,,,,0.2
1954-10-01,,,,,,,,,,0.3
1954-11-01,,,,,,,,,,0.1
1954-12-01,,,,,,,,,,1.4
1955-01-01,,,,,,,,,,-0.5
1955-02-01,,,,,,,,,,1.9
1955-03-01,,,,,,,,,,0.6
1955-04-01,,,,,,,,,,-0.1
1955-05-01,,,,,,,,,,1.0
1955-06-01,,,,,,,,,,1.3
1955-07-01,,,,,,,,,,1.6
1955-08-01,,,,,,,,,,1.5
1955-09-01,,,,,,,,,,1.3
1955-10-01,,,,,,,,,,1.5
1955-11-01,,,,,,,,,,1.2
1955-12-01,,,,,,,,,,1.0
1956-01-01,,,,,,,,,,1.3
1956-02-01,,,,,,,,,,1.6
1956-03-01,,,,,,,,,,1.3
1956-04-01,,,,,,,,,,0.9
1956-05-01,,,,,,,,,,1.4
1956-06-01,,,,,,,,,,1.1
1956-07-01,,,,,,,,,,1.1
1956-08-01,,,,,,,,,,1.2
1956-09-01,,,,,,,,,,0.1
1956-10-01,,,,,,,,,,1.8
1956-11-01,,,,,,,,,,0.2
1956-12-01,,,,,,,,,,1.1
1957-01-01,,,,,,,,,,0.6
1957-02-01,,,,,,,,,,-0.1
1957-03-01,,,,,,,,,,0.2
1957-04-01,,,,,,,,,,0.2
1957-05-01,,,,,,,,,,-0.7
1957-06-01,,,,,,,,,,0.2
1957-07-01,,,,,,,,,,0.2
1957-08-01,,,,,,,,,,-0.5
1957-09-01,,,,,,,,,,-0.9
1957-10-01,,,,,,,,,,0.0
1957-11-01,,,,,,,,,,-1.0
1957-12-01,,,,,,,,,,-0.3
1958-01-01,,,,,,,,,,-1.9
1958-02-01,,,,,,,,,,-0.5
1958-03-01,,,,,,,,,,0.3
1958-04-01,,,,,,,,,,0.4
1958-05-01,,,,,,,,,,-0.5
1958-06-01,,,,,,,,,,0.3
1958-07-01,,,,,,,,,,0.4
1958-08-01,,,,,,,,,,0.9
1958-09-01,,,,,,,,,,-0.3
1958-10-01,,,,,,,,,,0.1
1958-11-01,,,,,,,,,,-0.4
1958-12-01,,,,,,,,,,-0.6
1959-01-01,,,,,,,,,,-0.9
1959-02-01,,,,,,,,,,-1.4
1959-03-01,,,,,,,,,,1.3
1959-04-01,,,,,,,,,,0.4
1959-05-01,,,,,,,,,,0.5
1959-06-01,,,,,,,,,,-0.1
1959-07-01,,,,,,,,,,-0.3
1959-08-01,,,,,,,,,,-0.1
1959-09-01,,,,,,,,,,0.0
1959-10-01,,,,,,,,,,0.5
1959-11-01,,,,,,,,,,0.9
1959-12-01,,,,,,,,,,0.9
1960-01-01,,,,,,,,,,0.1
1960-02-01,,,,,,,,,,0.1
1960-03-01,,,,,,,,,,1.0
1960-04-01,,,,,,,,,,0.8
1960-05-01,,,,,,,,,,0.5
1960-06-01,,,,,,,,,,0.1
1960-07-01,,,,,,,,,,0.5
1960-08-01,,,,,,,,,,0.8
1960-09-01,,,,,,,,,,0.7
1960-10-01,,,,,,,,,,0.1
1960-11-01,,,,,,,,,,0.5
1960-12-01,,,,,,,,,,0.8
1961-01-01,,,,,,,,,,-0.3
1961-02-01,,,,,,,,,,0.9
1961-03-01,,,,,,,,,,-1.8
1961-04-01,,,,,,,,,,0.8
1961-05-01,,,,,,,,,,0.3
1961-06-01,,,,,,,,,,0.1
1961-07-01,,,,,,,,,,0.2
1961-08-01,,,,,,,,,,0.2
1961-09-01,,,,,,,,,,0.1
1961-10-01,,,,,,,,,,-0.3
1961-11-01,,,,,,,,,,0.5
1961-12-01,,,,,,,,,,1.5
1962-01-01,,,,,,,,,,2.0
1962-02-01,,,,,,,,,,-0.3
1962-03-01,,,,,,,,,,0.1
1962-04-01,,,,,,,,,,0.2
1962-05-01,,,,,,,,,,1.1
1962-06-01,,,,,,,,,,0.7
1962-07-01,,,,,,,,,,0.1
1962-08-01,,,,,,,,,,0.6
1962-09-01,,,,,,,,,,0.4
1962-10-01,,,,,,,,,,1.0
1962-11-01,,,,,,,,,,0.3
1962-12-01,,,,,,,,,,0.2
1963-01-01,,,,,,,,,,1.0
1963-02-01,,,,,,,,,,0.6
1963-03-01,,,,,,,,,,1.1
1963-04-01,,,,,,,,,,0.8
1963-05-01,,,,,,,,,,0.4
1963-06-01,,,,,,,,,,-0.5
1963-07-01,,,,,,,,,,-0.1
1963-08-01,,,,,,,,,,0.0
1963-09-01,,,,,,,,,,-0.6
1963-10-01,,,,,,,,,,-1.2
1963-11-01,,,,,,,,,,-0.8
1963-12-01,,,,,,,,,,-1.2
1964-01-01,,,,,,,,,,-0.4
1964-02-01,,,,,,,,,,0.0
1964-03-01,,,,,,,,,,1.1
1964-04-01,,,,,,,,,,1.1
1964-05-01,,,,,,,,,,0.2
1964-06-01,,,,,,,,,,0.8
1964-07-01,,,,,,,,,,0.6
1964-08-01,,,,,,,,,,1.5
1964-09-01,,,,,,,,,,1.3
1964-10-01,,,,,,,,,,1.3
1964-11-01,,,,,,,,,,0.2
1964-12-01,,,,,,,,,,-0.3
1965-01-01,,,,,,,,,,-0.4
1965-02-01,,,,,,,,,,0.4
1965-03-01,,,,,,,,,,0.8
1965-04-01,,,,,,,,,,-0.5
1965-05-01,,,,,,,,,,0.2
1965-06-01,,,,,,,,,,-0.6
1965-07-01,,,,,,,,,,-1.8
1965-08-01,,,,,,,,,,-0.7
1965-09-01,,,,,,,,,,-1.3
1965-10-01,,,,,,,,,,-0.9
1965-11-01,,,,,,,,,,-1.5
1965-12-01,,,,,,,,,,0.2
1966-01-01,,,,,,,,,,-1.3
1966-02-01,,,,,,,,,,-0.2
1966-03-01,,,,,,,,,,-0.9
1966-04-01,,,,,,,,,,-0.2
1966-05-01,,,,,,,,,,-0.4
1966-06-01,,,,,,,,,,0.3
1966-07-01,,,,,,,,,,0.1
1966-08-01,,,,,,,,,,0.6
1966-09-01,,,,,,,,,,-0.2
1966-10-01,,,,,,,,,,-0.1
1966-11-01,,,,,,,,,,-0.0
1966-12-01,,,,,,,,,,-0.3
1967-01-01,,,,,,,,,,1.7
1967-02-01,,,,,,,,,,1.7
1967-03-01,,,,,,,,,,1.2
1967-04-01,,,,,,,,,,-0.0
1967-05-01,,,,,,,,,,-0.0
1967-06-01,,,,,,,,,,0.6
1967-07-01,,,,,,,,,,0.2
1967-08-01,,,,,,,,,,0.7
1967-09-01,,,,,,,,,,0.5
1967-10-01,,,,,,,,,,0.1
1967-11-01,,,,,,,,,,-0.4
1967-12-01,,,,,,,,,,-0.6
1968-01-01,,,,,,,,,,0.5
1968-02-01,,,,,,,,,,1.3
1968-03-01,,,,,,,,,,0.1
1968-04-01,,,,,,,,,,0.0
1968-05-01,,,,,,,,,,1.2
1968-06-01,,,,,,,,,,1.1
1968-07-01,,,,,,,,,,0.7
1968-08-01,,,,,,,,,,0.3
1968-09-01,,,,,,,,,,-0.3
1968-10-01,,,,,,,,,,-0.1
1968-11-01,,,,,,,,,,-0.3
1968-12-01,,,,,,,,,,0.2
1969-01-01,,,,,,,,,,-1.5
1969-02-01,,,,,,,,,,-0.5
1969-03-01,,,,,,,,,,0.4
1969-04-01,,,,,,,,,,-0.4
1969-05-01,,,,,,,,,,-0.2
1969-06-01,,,,,,,,,,0.2
1969-07-01,,,,,,,,,,-0.5
1969-08-01,,,,,,,,,,-0.1
1969-09-01,,,,,,,,,,-1.0
1969-10-01,,,,,,,,,,-0.9
1969-11-01,,,,,,,,,,-0.1
1969-12-01,,,,,,,,,,0.4
1970-01-01,,,,,,,,,,-1.1
1970-02-01,,,,,,,,,,-1.0
1970-03-01,,,,,,,,,,0.6
1970-04-01,,,,,,,,,,-0.1
1970-05-01,,,,,,,,,,0.4
1970-06-01,,,,,,,,,,1.0
1970-07-01,,,,,,,,,,-0.4
1970-08-01,,,,,,,,,,0.6
1970-09-01,,,,,,,,,,1.2
1970-10-01,,,,,,,,,,1.0
1970-11-01,,,,,,,,,,1.6
1970-12-01,,,,,,,,,,1.9
1971-01-01,,,,,,,,,,0.4
1971-02-01,,,,,,,,,,2.0
1971-03-01,,,,,,,,,,2.3
1971-04-01,,,,,,,,,,1.7
1971-05-01,,,,,,,,,,0.9
1971-06-01,,,,,,,,,,0.4
1971-07-01,,,,,,,,,,0.2
1971-08-01,,,,,,,,,,1.5
1971-09-01,,,,,,,,,,1.4
1971-10-01,,,,,,,,,,1.7
1971-11-01,,,,,,,,,,0.5
1971-12-01,,,,,,,,,,0.3
1972-01-01,,,,,,,,,,0.5
1972-02-01,,,,,,,,,,1.1
1972-03-01,,,,,,,,,,0.6
1972-04-01,,,,,,,,,,-0.1
1972-05-01,,,,,,,,,,-1.6
1972-06-01,,,,,,,,,,-0.5
1972-07-01,,,,,,,,,,-1.4
1972-08-01,,,,,,,,,,-0.5
1972-09-01,,,,,,,,,,-1.4
1972-10-01,,,,,,,,,,-0.9
1972-11-01,,,,,,,,,,-0.3
1972-12-01,,,,,,,,,,-1.3
1973-01-01,,,,,,,,,,-0.3
1973-02-01,,,,,,,,,,-1.4
1973-03-01,,,,,,,,,,0.7
1973-04-01,,,,,,,,,,0.1
1973-05-01,,,,,,,,,,0.4
1973-06-01,,,,,,,,,,1.1
1973-07-01,,,,,,,,,,0.6
1973-08-01,,,,,,,,,,1.3
1973-09-01,,,,,,,,,,1.2
1973-10-01,,,,,,,,,,0.8
1973-11-01,,,,,,,,,,2.6
1973-12-01,,,,,,,,,,1.8
1974-01-01,,,,,,,,,-999.9,2.4
1974-02-01,,,,,,,,,-999.9,2.1
1974-03-01,,,,,,,,,-999.9,2.4
1974-04-01,,,,,,,,,-999.9,0.9
1974-05-01,,,,,,,,,-999.9,1.0
1974-06-01,,,,,,,,,1.1,0.4
1974-07-01,,,,,,,,,0.0,1.1
1974-08-01,,,,,,,,,1.0,0.8
1974-09-01,,,,,,,,,0.9,1.1
1974-10-01,,,,,,,,,1.1,0.9
1974-11-01,,,,,,,,,1.0,-0.1
1974-12-01,,,,,,,,,0.1,0.2
1975-01-01,,,,,,,,,-0.2,-0.5
1975-02-01,,,,,,,,,1.1,0.8
1975-03-01,,,,,,,,,1.1,1.6
1975-04-01,,,,,,,,,0.7,1.2
1975-05-01,,,,,,,,,1.4,0.6
1975-06-01,,,,,,,,,1.0,1.3
1975-07-01,,,,,,,,,1.2,1.9
1975-08-01,,,,,,,,,1.4,2.0
1975-09-01,,,,,,,,,1.3,2.1
1975-10-01,,,,,,,,,1.4,1.7
1975-11-01,,,,,,,,,1.3,1.2
1975-12-01,,,,,,,,,1.9,2.1
1976-01-01,,,,,,,,,1.1,1.4
1976-02-01,,,,,,,,,1.2,1.7
1976-03-01,,,,,,,,,0.3,1.7
1976-04-01,,,,,,,,,0.7,0.3
1976-05-01,,,,,,,,,0.4,0.4
1976-06-01,,,,,,,,,-0.4,0.3
1976-07-01,,,,,,,,,-0.5,-0.9
1976-08-01,,,,,,,,,-0.6,-0.8
1976-09-01,,,,,,,,,-0.3,-1.1
1976-10-01,,,,,,,,,-0.5,0.4
1976-11-01,,,,,,,,,0.2,0.7
1976-12-01,,,,,,,,,-0.8,-0.3
1977-01-01,,,,,,,,,-0.7,-0.4
1977-02-01,,,,,,,,,0.6,1.2
1977-03-01,,,,,,,,,-1.1,-0.5
1977-04-01,,,,,,,,,-0.0,-0.4
1977-05-01,,,,,,,,,0.4,-0.5
1977-06-01,,,,,,,,,0.4,-0.9
1977-07-01,,,,,,,,,-0.2,-1.1
1977-08-01,,,,,,,,,-0.0,-0.8
1977-09-01,,,,,,,,,-0.0,-0.8
1977-10-01,,,,,,,,,-0.2,-1.0
1977-11-01,,,,,,,,,-0.7,-1.3
1977-12-01,,,,,,,,,-1.9,-1.1
1978-01-01,,,,,,,,,-0.9,-0.3
1978-02-01,,,,,,,,,-0.9,-2.7
1978-03-01,,,,,,,,,-999.9,-0.2
1978-04-01,,,,,,,,,-999.9,-0.3
1978-05-01,,,,,,,,,-999.9,1.4
1978-06-01,,,,,,,,,-999.9,0.7
1978-07-01,,,,,,,,,-999.9,0.6
1978-08-01,,,,,,,,,-999.9,0.4
1978-09-01,,,,,,,,,-999.9,0.1
1978-10-01,,,,,,,,,-999.9,-0.4
1978-11-01,,,,,,,,,-999.9,-0.0
1978-12-01,,,,,,,,,-999.9,-0.1
1979-01-01,,,,,,,,,-0.7,-0.4
1979-02-01,,,,,,,,,-0.6,1.0
1979-03-01,,,,,,,,,-0.3,0.1
1979-04-01,,,,,,,,,0.3,-0.1
1979-05-01,,,,,,,,,0.0,0.5
1979-06-01,,,,,,,,,0.3,0.6
1979-07-01,,,,,,,,,0.5,1.3
1979-08-01,,,,,,,,,0.2,-0.2
1979-09-01,,,,,,,,,-0.1,0.1
1979-10-01,,,,,,,,,-0.7,-0.1
1979-11-01,,,,,,,,,-0.5,-0.4
1979-12-01,,,,,,,,,-0.5,-0.7
1980-01-01,,,,,,,,,0.6,0.4
1980-02-01,,,,,,,,,0.4,0.3
1980-03-01,,,,,,,,,-1.1,-0.4
1980-04-01,,,,,,,,,0.0,-0.6
1980-05-01,,,,,,,,,-0.2,-0.0
1980-06-01,,,,,,,,,-0.7,-0.0
1980-07-01,,,,,,,,,-0.3,-0.0
1980-08-01,,,,,,,,,-0.9,0.4
1980-09-01,,,,,,,,,0.0,-0.5
1980-10-01,,,,,,,,,-0.3,0.0
1980-11-01,,,,,,,,,-0.4,-0.3
1980-12-01,,,,,,,,,0.3,-0.1
1981-01-01,,,,,,,,,0.4,0.4
1981-02-01,,,,,,,,,-0.7,-0.2
1981-03-01,,,,,,,,,-0.9,-1.3
1981-04-01,,,,,,,,,-0.9,-0.1
1981-05-01,,,,,,,,,0.5,0.8
1981-06-01,,,,,,,,,0.4,1.2
1981-07-01,,,,,,,,,0.1,0.8
1981-08-01,,,,,,,,,0.9,0.7
1981-09-01,,,,,,,,,-0.0,0.3
1981-10-01,,,,,,,,,0.2,-0.4
1981-11-01,,,,,,,,,0.3,0.2
1981-12-01,,,,,,,,,-0.2,0.5
1982-01-01,24.28,-0.24,25.84,0.17,28.01,-0.21,26.65,0.08,0.9,1.2
1982-02-01,25.38,-0.72,26.26,-0.11,27.99,-0.11,26.54,-0.2,0.1,0.3
1982-03-01,25.22,-1.38,26.92,-0.25,28.18,-0.05,27.09,-0.14,-0.6,0.6
1982-04-01,24.57,-1.16,27.52,-0.05,28.61,0.1,27.83,0.02,-0.0,0.1
1982-05-01,24.0,-0.62,27.7,0.49,29.19,0.4,28.37,0.49,0.4,-0.3
1982-06-01,22.88,-0.29,27.1,0.46,29.46,0.62,28.35,0.65,-0.2,-1.0
1982-07-01,22.07,0.24,26.14,0.27,28.76,-0.02,27.57,0.27,-1.2,-1.5
1982-08-01,21.71,0.85,26.05,0.83,28.7,0.01,27.76,0.86,-1.6,-1.7
1982-09-01,21.91,1.33,26.5,1.49,28.91,0.24,28.01,1.24,-1.4,-1.7
1982-10-01,22.67,1.8,27.04,1.96,29.11,0.43,28.5,1.73,-1.8,-1.7
1982-11-01,24.4,2.78,27.39,2.19,28.85,0.18,28.5,1.68,-2.0,-2.6
1982-12-01,25.73,2.89,28.07,2.8,28.81,0.36,28.85,2.21,-0.9,-2.2
1983-01-01,26.82,2.3,28.37,2.69,28.63,0.41,28.7,2.13,-1.5,-3.5
1983-02-01,27.65,1.55,28.39,2.01,28.51,0.41,28.54,1.81,-0.7,-3.6
1983-03-01,28.34,1.73,28.48,1.32,28.59,0.37,28.45,1.22,0.1,-2.4
1983-04-01,28.1,2.37,28.76,1.19,28.49,-0.02,28.49,0.68,0.3,-0.9
1983-05-01,27.87,3.26,28.64,1.43,28.97,0.18,28.56,0.68,-0.8,0.6
1983-06-01,27.2,4.03,28.09,1.45,28.78,-0.06,28.16,0.45,-0.9,0.0
1983-07-01,25.69,3.85,26.56,0.68,28.46,-0.32,26.97,-0.33,-1.0,-0.6
1983-08-01,23.73,2.88,25.77,0.55,28.2,-0.49,26.46,-0.44,-0.1,0.1
1983-09-01,22.16,1.58,25.21,0.2,28.06,-0.62,26.38,-0.38,-0.1,0.9
1983-10-01,21.98,1.11,24.56,-0.52,27.67,-1.02,25.75,-1.02,0.3,0.4
1983-11-01,22.01,0.38,24.16,-1.03,27.67,-1.01,25.53,-1.29,0.2,-0.1
1983-12-01,22.95,0.11,24.39,-0.88,27.48,-0.97,25.49,-1.16,1.1,0.0
1984-01-01,24.35,-0.16,24.8,-0.87,27.41,-0.81,25.6,-0.96,1.7,0.2
1984-02-01,25.23,-0.87,26.41,0.03,27.26,-0.84,26.57,-0.16,1.9,0.9
1984-03-01,25.72,-0.88,26.88,-0.28,27.32,-0.91,26.71,-0.52,1.2,-0.2
1984-04-01,25.28,-0.45,27.28,-0.29,27.54,-0.97,27.27,-0.54,1.1,0.3
1984-05-01,23.44,-1.17,26.38,-0.84,27.94,-0.85,27.19,-0.69,0.7,0.2
1984-06-01,22.21,-0.97,25.36,-1.29,28.04,-0.81,26.68,-1.03,0.5,-0.3
1984-07-01,21.15,-0.69,25.04,-0.83,28.34,-0.45,26.62,-0.68,0.1,0.2
1984-08-01,20.28,-0.57,24.64,-0.58,28.04,-0.65,26.36,-0.54,0.2,0.4
1984-09-01,20.2,-0.38,24.72,-0.29,28.22,-0.45,26.35,-0.41,0.3,0.1
1984-10-01,20.45,-0.43,24.18,-0.9,28.02,-0.67,26.02,-0.75,0.2,-0.3
1984-11-01,21.42,-0.21,24.15,-1.05,27.92,-0.75,25.52,-1.3,-0.2,0.3
1984-12-01,22.62,-0.21,23.89,-1.37,27.45,-1.0,25.16,-1.48,0.1,-0.1
1985-01-01,23.59,-0.93,24.28,-1.39,27.39,-0.83,25.26,-1.3,0.2,-0.3
1985-02-01,24.79,-1.3,25.24,-1.14,27.53,-0.57,25.81,-0.92,1.2,1.2
1985-03-01,25.66,-0.95,26.21,-0.96,27.23,-0.99,26.35,-0.89,-0.7,0.8
1985-04-01,24.3,-1.43,26.64,-0.94,27.42,-1.09,26.71,-1.1,0.8,1.2
1985-05-01,22.72,-1.89,25.99,-1.22,27.71,-1.08,26.81,-1.08,1.1,0.4
1985-06-01,21.83,-1.35,25.45,-1.19,27.88,-0.96,26.63,-1.08,0.5,-0.4
1985-07-01,20.46,-1.37,24.73,-1.14,28.05,-0.74,26.5,-0.8,0.3,-0.1
1985-08-01,19.6,-1.26,24.24,-0.98,28.09,-0.6,26.27,-0.63,0.4,1.0
1985-09-01,19.23,-1.35,24.04,-0.97,28.08,-0.6,25.99,-0.77,-0.0,0.0
1985-10-01,19.76,-1.11,24.11,-0.98,28.11,-0.57,26.03,-0.74,0.2,-0.4
1985-11-01,20.83,-0.79,24.29,-0.91,28.3,-0.37,26.23,-0.59,-0.1,-0.2
1985-12-01,22.34,-0.5,24.39,-0.88,28.1,-0.34,26.05,-0.59,0.1,0.2
1986-01-01,24.5,-0.02,24.8,-0.87,27.7,-0.52,25.84,-0.72,0.2,1.0
1986-02-01,25.88,-0.22,25.8,-0.58,27.73,-0.37,25.95,-0.78,0.9,-1.0
1986-03-01,25.91,-0.69,26.74,-0.42,27.94,-0.29,26.64,-0.6,1.1,0.5
1986-04-01,24.82,-0.91,27.04,-0.53,27.83,-0.68,27.29,-0.52,0.4,0.3
1986-05-01,23.34,-1.27,26.44,-0.77,28.35,-0.44,27.32,-0.56,0.4,-0.2
1986-06-01,22.16,-1.02,26.15,-0.49,28.6,-0.24,27.38,-0.33,-0.2,1.0
1986-07-01,21.22,-0.61,25.78,-0.09,28.5,-0.29,27.26,-0.04,-0.2,0.3
1986-08-01,20.72,-0.14,25.12,-0.1,28.68,-0.01,27.09,0.19,0.2,-0.4
1986-09-01,20.47,-0.11,25.3,0.29,28.83,0.15,27.16,0.4,-1.0,-0.5
1986-10-01,21.0,0.12,25.43,0.34,28.91,0.23,27.28,0.51,-0.8,0.6
1986-11-01,21.62,-0.01,25.74,0.54,28.97,0.3,27.36,0.54,-1.5,-1.2
1986-12-01,22.96,0.12,25.86,0.6,28.64,0.19,27.47,0.82,-2.4,-1.4
1987-01-01,25.06,0.54,26.48,0.81,28.48,0.26,27.51,0.94,-2.3,-0.7
1987-02-01,26.75,0.66,27.16,0.78,28.41,0.31,27.55,0.82,-2.3,-1.2
1987-03-01,27.54,0.94,27.96,0.8,28.7,0.47,28.12,0.89,-1.3,-1.3
1987-04-01,26.6,0.87,28.14,0.57,28.77,0.26,28.25,0.45,-1.3,-1.4
1987-05-01,25.45,0.84,27.83,0.62,28.85,0.06,28.2,0.32,-1.9,-1.3
1987-06-01,23.83,0.66,27.15,0.51,29.18,0.34,28.42,0.72,-1.2,-1.1
1987-07-01,22.53,0.7,26.87,0.99,29.08,0.29,28.34,1.04,-2.2,-1.4
1987-08-01,21.58,0.72,26.28,1.06,29.04,0.35,28.1,1.2,-1.6,-0.9
1987-09-01,21.29,0.71,26.38,1.37,29.01,0.33,28.08,1.32,-0.6,-1.0
1987-10-01,22.17,1.29,25.96,0.88,29.31,0.63,27.74,0.97,-1.2,-0.4
1987-11-01,22.55,0.93,25.93,0.73,29.31,0.63,27.67,0.85,-0.7,-0.0
1987-12-01,23.28,0.44,26.17,0.91,28.96,0.51,27.41,0.77,-1.3,-0.5
1988-01-01,24.33,-0.19,26.2,0.53,28.72,0.5,27.23,0.67,-0.9,-0.1
1988-02-01,25.68,-0.42,26.35,-0.03,28.4,0.31,26.95,0.22,-0.7,-0.4
1988-03-01,25.75,-0.85,27.07,-0.1,28.15,-0.07,27.29,0.06,0.4,0.6
1988-04-01,24.66,-1.07,26.81,-0.76,27.91,-0.6,27.26,-0.55,0.2,0.1
1988-05-01,23.48,-1.13,25.54,-1.67,28.07,-0.72,26.56,-1.32,0.6,0.9
1988-06-01,21.58,-1.59,24.48,-2.16,27.89,-0.95,26.01,-1.7,0.9,0.1
1988-07-01,20.23,-1.6,23.79,-2.08,27.79,-1.0,25.57,-1.73,0.9,1.0
1988-08-01,19.19,-1.66,23.62,-1.6,27.7,-0.99,25.47,-1.43,1.1,1.5
1988-09-01,19.06,-1.52,24.07,-0.94,27.91,-0.77,25.83,-0.93,1.1,1.8
1988-10-01,19.35,-1.53,23.51,-1.58,26.93,-1.75,24.76,-2.01,0.8,1.4
1988-11-01,20.41,-1.22,23.38,-1.82,26.81,-1.87,24.6,-2.22,1.2,1.7
1988-12-01,21.67,-1.17,23.44,-1.82,26.67,-1.78,24.63,-2.01,1.6,1.2
1989-01-01,24.04,-0.48,24.23,-1.45,26.36,-1.86,24.56,-2.0,1.7,1.5
1989-02-01,25.86,-0.23,25.42,-0.96,26.63,-1.46,25.26,-1.48,1.7,1.2
1989-03-01,26.6,0.0,25.93,-1.23,26.97,-1.26,25.8,-1.44,1.3,1.1
1989-04-01,25.6,-0.13,26.51,-1.06,27.41,-1.1,26.49,-1.32,0.6,1.6
1989-05-01,23.36,-1.25,26.31,-0.9,28.1,-0.69,26.99,-0.89,0.4,1.2
1989-06-01,22.03,-1.15,26.25,-0.39,27.79,-1.05,27.03,-0.67,0.6,0.7
1989-07-01,21.14,-0.7,25.35,-0.52,27.96,-0.83,26.73,-0.57,0.4,0.9
1989-08-01,20.35,-0.51,24.57,-0.65,27.79,-0.91,26.18,-0.72,0.5,-0.3
1989-09-01,19.7,-0.88,24.61,-0.4,28.13,-0.54,26.25,-0.51,0.5,0.5
1989-10-01,20.2,-0.68,24.52,-0.57,28.14,-0.54,26.22,-0.55,0.2,0.8
1989-11-01,21.19,-0.43,24.5,-0.7,27.91,-0.76,26.21,-0.62,-0.6,-0.2
1989-12-01,22.26,-0.58,24.76,-0.5,28.3,-0.15,26.44,-0.2,-0.2,-0.5
1990-01-01,23.92,-0.6,25.27,-0.4,28.2,-0.02,26.45,-0.11,-1.0,-0.1
1990-02-01,25.66,-0.43,26.27,-0.11,28.27,0.18,26.74,0.01,-1.0,-1.8
1990-03-01,26.1,-0.5,26.67,-0.5,28.36,0.13,27.05,-0.18,-1.4,-0.4
